SYMBOL	Domino	NCBI
TWF1	0.30022846	NCBIGene:5756
TWF2	0.6094725	NCBIGene:11344
TWIST1	0.99992178	NCBIGene:7291
TWIST2	0.98302407	NCBIGene:117581
TWISTNB	0.39564308	NCBIGene:221830
TWNK	0.65174716	NCBIGene:56652
TWSG1	0.83943642	NCBIGene:57045
TXK	0.21428349	NCBIGene:7294
TXLNA	0.48148244	NCBIGene:200081
TXLNB	0.14740292	NCBIGene:167838
TXN	0.40673995	NCBIGene:7295
TXN2	0.09109972	NCBIGene:25828
TXNDC11	0.12578672	NCBIGene:51061
TXNDC12	0.21949383	NCBIGene:51060
TXNDC15	0.08025581	NCBIGene:79770
TXNDC16	0.06756643	NCBIGene:57544
TXNDC17	0.1114054	NCBIGene:84817
TXNDC2	0.26563722	NCBIGene:84203
TXNDC5	0.13794545	NCBIGene:81567
TXNDC8	0.23081614	NCBIGene:255220
TXNDC9	0.20897498	NCBIGene:10190
TXNIP	0.24511814	NCBIGene:10628
TXNL1	0.91835327	NCBIGene:9352
TXNL4A	0.90271068	NCBIGene:10907
TXNL4B	0.44099711	NCBIGene:54957
TXNRD1	0.09010014	NCBIGene:7296
TXNRD2	0.10265881	NCBIGene:10587
TXNRD3	0.09725164	NCBIGene:114112
TXNRD3NB	0.07230036	NCBIGene:114112
TYK2	0.49727319	NCBIGene:7297
TYMP	0.13062709	NCBIGene:1890
TYMS	0.65937517	NCBIGene:7298
TYR	0.19805853	NCBIGene:7299
TYRO3	0.33982017	NCBIGene:7301
TYROBP	0.15049953	NCBIGene:7305
TYRP1	0.22460066	NCBIGene:7306
TYSND1	0.12004088	NCBIGene:219743
TYW1	0.07839266	NCBIGene:55253
TYW1B	0.11165694	NCBIGene:441250
TYW3	0.10482349	NCBIGene:127253
TYW5	0.05240392	NCBIGene:129450
U2AF1	0.99992335	NCBIGene:7307
U2AF1L4	0.06420647	NCBIGene:199746
U2AF2	0.99986872	NCBIGene:11338
U2SURP	0.5227689	NCBIGene:23350
UACA	0.08700748	NCBIGene:55075
UAP1	0.43011032	NCBIGene:6675
UAP1L1	0.07136507	NCBIGene:91373
UBA2	0.94347085	NCBIGene:10054
UBA3	0.62234746	NCBIGene:9039
UBA5	0.16709211	NCBIGene:79876
UBA52	0.98177389	NCBIGene:7311
UBA6	0.13906547	NCBIGene:55236
UBA7	0.09268436	NCBIGene:7318
UBAC1	0.24835658	NCBIGene:10422
UBAC2	0.08912818	NCBIGene:337867
UBALD1	0.31740282	NCBIGene:124402
UBALD2	0.22336053	NCBIGene:283991
UBAP1	0.63319514	NCBIGene:51271
UBAP1L	0.10740777	NCBIGene:390595
UBAP2	0.23685377	NCBIGene:55833
UBAP2L	0.89459437	NCBIGene:9898
UBASH3A	0.12852935	NCBIGene:53347
UBASH3B	0.99574526	NCBIGene:84959
UBB	0.99918638	NCBIGene:7314
UBC	0.99944875	NCBIGene:7316
UBD	0.11318974	NCBIGene:10537
UBE2B	0.48125735	NCBIGene:7320
UBE2C	0.24605904	NCBIGene:11065
UBE2D1	0.99907534	NCBIGene:7321
UBE2D2	0.9942059	NCBIGene:7322
UBE2D3	0.98882604	NCBIGene:7323
UBE2D4	0.05098606	NCBIGene:51619
UBE2E1	0.38553101	NCBIGene:7324
UBE2E2	0.37626935	NCBIGene:7325
UBE2E3	0.85893174	NCBIGene:10477
UBE2F	0.1966425	NCBIGene:140739
UBE2G1	0.84262462	NCBIGene:7326
UBE2G2	0.16002098	NCBIGene:7327
UBE2H	0.9361745	NCBIGene:7328
UBE2I	0.99866266	NCBIGene:7329
UBE2J1	0.40622586	NCBIGene:51465
UBE2J2	0.12801312	NCBIGene:118424
UBE2K	0.99241071	NCBIGene:3093
UBE2L3	0.99450926	NCBIGene:7332
UBE2L6	0.05432462	NCBIGene:9246
UBE2M	0.68277737	NCBIGene:9040
UBE2N	0.99779035	NCBIGene:7334
UBE2O	0.94595825	NCBIGene:63893
UBE2Q1	0.72659085	NCBIGene:55585
UBE2Q2	0.08635943	NCBIGene:92912
UBE2QL1	0.09406021	NCBIGene:134111
UBE2R2	0.82351833	NCBIGene:54926
UBE2S	0.81850626	NCBIGene:27338
UBE2T	0.06701092	NCBIGene:29089
UBE2U	0.54199614	NCBIGene:148581
UBE2V1	0.76064726	NCBIGene:7335
UBE2V2	0.2060268	NCBIGene:7336
UBE2W	0.1381833	NCBIGene:55284
UBE2Z	0.79302009	NCBIGene:65264
UBE3A	0.96625518	NCBIGene:7337
UBE3B	0.09772959	NCBIGene:89910
UBE3C	0.53324762	NCBIGene:9690
UBE3D	0.20013431	NCBIGene:90025
UBE4A	0.52353201	NCBIGene:9354
UBE4B	0.99206431	NCBIGene:10277
UBFD1	0.80683389	NCBIGene:56061
UBIAD1	0.37201123	NCBIGene:29914
UBL3	0.30225739	NCBIGene:5412
UBL4B	0.2395201	NCBIGene:164153
UBL5	0.07298649	NCBIGene:5300
UBL7	0.05426253	NCBIGene:84993
UBLCP1	0.26744656	NCBIGene:134510
UBN1	0.32114661	NCBIGene:29855
UBN2	0.39657315	NCBIGene:254048
UBOX5	0.09217875	NCBIGene:22888
UBP1	0.68424591	NCBIGene:7342
UBQLN1	0.99831166	NCBIGene:29979
UBQLN3	0.07248901	NCBIGene:50613
UBQLN4	0.6098714	NCBIGene:56893
UBQLNL	0.22369817	NCBIGene:143630
UBR1	0.4454444	NCBIGene:197131
UBR2	0.70538939	NCBIGene:23304
UBR3	0.69957509	NCBIGene:130507
UBR4	0.99823909	NCBIGene:23352
UBR5	0.99908322	NCBIGene:51366
UBR7	0.18951875	NCBIGene:55148
UBTD1	0.32007725	NCBIGene:80019
UBTD2	0.47279542	NCBIGene:92181
UBTF	0.99960968	NCBIGene:7343
UBXN1	0.56125974	NCBIGene:51035
UBXN10	0.13114887	NCBIGene:127733
UBXN11	0.32513871	NCBIGene:91544
UBXN2A	0.08109969	NCBIGene:165324
UBXN2B	0.10545725	NCBIGene:137886
UBXN4	0.39847693	NCBIGene:23190
UBXN6	0.05752989	NCBIGene:80700
UBXN7	0.98997283	NCBIGene:26043
UCHL1	0.92892553	NCBIGene:7345
UCHL3	0.0849648	NCBIGene:7347
UCHL5	0.85926686	NCBIGene:51377
UCK1	0.0553195	NCBIGene:51192
UCK2	0.3911755	NCBIGene:7371
UCKL1	0.41819115	NCBIGene:54963
UCMA	0.09346204	NCBIGene:221044
UCN	0.51212292	NCBIGene:7349
UCN2	0.07969452	NCBIGene:10911
UCN3	0.17435575	NCBIGene:114131
UCP1	0.53207581	NCBIGene:7350
UCP2	0.16424005	NCBIGene:7351
UCP3	0.13032972	NCBIGene:7352
UEVLD	0.13662854	NCBIGene:55293
UFC1	0.04991254	NCBIGene:51506
UFD1	0.55104103	NCBIGene:7353
UFL1	0.11889787	NCBIGene:23376
UFM1	0.10285509	NCBIGene:51569
UFSP1	0.11272609	NCBIGene:402682
UFSP2	0.07713714	NCBIGene:55325
UGCG	0.97824867	NCBIGene:7357
UGDH	0.1845617	NCBIGene:7358
UGGT1	0.07006535	NCBIGene:56886
UGGT2	0.05836144	NCBIGene:55757
UGP2	0.15065461	NCBIGene:7360
UGT2A1	0.09906351	NCBIGene:10941
UGT2A3	0.05012156	NCBIGene:79799
UGT2B10	0.08643891	NCBIGene:7365
UGT2B11	0.08482977	NCBIGene:7363
UGT2B15	0.16469419	NCBIGene:7366
UGT2B17	0.08668493	NCBIGene:7367
UGT2B28	0.08529805	NCBIGene:54490
UGT2B4	0.10159373	NCBIGene:7363
UGT2B7	0.07623656	NCBIGene:7364
UGT3A1	0.11984371	NCBIGene:133688
UGT3A2	0.08727398	NCBIGene:167127
UGT8	0.11381346	NCBIGene:7368
UHMK1	0.57001423	NCBIGene:127933
UHRF1BP1	0.19665905	NCBIGene:54887
UHRF1BP1L	0.30737739	NCBIGene:23074
UHRF2	0.97092056	NCBIGene:115426
UIMC1	0.19729887	NCBIGene:51720
ULBP1	0.05624922	NCBIGene:80329
ULBP2	0.06935198	NCBIGene:80328
ULBP3	0.08355558	NCBIGene:79465
ULK1	0.20569957	NCBIGene:8408
ULK2	0.08548527	NCBIGene:9706
ULK3	0.06957054	NCBIGene:25989
ULK4	0.14645655	NCBIGene:54986
UMAD1	0.06116622	NCBIGene:729852
UMOD	0.21407701	NCBIGene:7369
UMODL1	0.11986414	NCBIGene:89766
UMPS	0.42239884	NCBIGene:7372
UNC119	0.10957546	NCBIGene:9094
UNC119B	0.23563153	NCBIGene:84747
UNC13A	0.86943364	NCBIGene:23025
UNC13B	0.21997636	NCBIGene:10497
UNC13C	0.07326463	NCBIGene:440279
UNC13D	0.05930301	NCBIGene:201294
UNC45A	0.09605207	NCBIGene:55898
UNC45B	0.13034958	NCBIGene:146862
UNC50	0.0958386	NCBIGene:25972
UNC5A	0.58695499	NCBIGene:90249
UNC5B	0.24087832	NCBIGene:219699
UNC5C	0.16827006	NCBIGene:8633
UNC5CL	0.42607011	NCBIGene:222643
UNC5D	0.82810421	NCBIGene:137970
UNC79	0.97626676	NCBIGene:57578
UNC80	0.16264296	NCBIGene:285175
UNC93A	0.07996739	NCBIGene:54346
UNC93B1	0.15736158	NCBIGene:81622
UNCX	0.61397014	NCBIGene:340260
UNG	0.09061716	NCBIGene:7374
UNK	0.81586347	NCBIGene:85451
UNKL	0.10573755	NCBIGene:64718
UPB1	0.0860182	NCBIGene:51733
UPF1	0.99640057	NCBIGene:5976
UPF2	0.72341974	NCBIGene:26019
UPF3A	0.13249098	NCBIGene:65110
UPK1A	0.07878839	NCBIGene:11045
UPK1B	0.05820292	NCBIGene:7348
UPK2	0.05107291	NCBIGene:7379
UPK3A	0.10181919	NCBIGene:7380
UPK3B	0.0661749	NCBIGene:105375355
UPK3BL1	0.11182763	NCBIGene:100134938
UPP1	0.06449133	NCBIGene:7378
UPP2	0.05692136	NCBIGene:151531
UQCC1	0.23048483	NCBIGene:55245
UQCC2	0.08031934	NCBIGene:84300
UQCC3	0.17623174	NCBIGene:790955
UQCR10	0.07100455	NCBIGene:29796
UQCR11	0.10247316	NCBIGene:10975
UQCRB	0.14473395	NCBIGene:7381
UQCRC1	0.06575851	NCBIGene:7384
UQCRC2	0.15139864	NCBIGene:7385
UQCRFS1	0.51914125	NCBIGene:7386
UQCRH	0.0574424	NCBIGene:7388
UQCRQ	0.10829148	NCBIGene:27089
URAD	0.0908594	NCBIGene:646625
URB1	0.11757149	NCBIGene:9875
URB2	0.06028425	NCBIGene:9816
URGCP	0.14913605	NCBIGene:55665
URI1	0.19959431	NCBIGene:8725
URM1	0.12220557	NCBIGene:81605
UROC1	0.04942838	NCBIGene:131669
UROD	0.15344528	NCBIGene:7389
UROS	0	NCBIGene:7390
USB1	0.10632754	NCBIGene:79650
USE1	0.15935174	NCBIGene:65264
USF1	0.60632436	NCBIGene:7391
USF2	0.98126673	NCBIGene:7392
USF3	0.56514617	NCBIGene:205717
USH1C	0.05424139	NCBIGene:10083
USH1G	0.14011341	NCBIGene:124590
USH2A	0.05813382	NCBIGene:7399
USHBP1	0.06803311	NCBIGene:83878
USO1	0.51827791	NCBIGene:8615
USP1	0.95331087	NCBIGene:7398
USP10	0.36734747	NCBIGene:9100
USP12	0.89487502	NCBIGene:219333
USP13	0.22098212	NCBIGene:8975
USP14	0.37086263	NCBIGene:9097
USP15	0.99863291	NCBIGene:9958
USP16	0.06130262	NCBIGene:27005
USP17L10	0.11059043	NCBIGene:392188
USP17L11	0.10296949	NCBIGene:100287178
USP17L13	0.10776838	NCBIGene:100287238
USP17L15	0.103013	NCBIGene:100288520
USP17L17	0.10584853	NCBIGene:100287327
USP17L18	0.11371525	NCBIGene:100287364
USP17L2	0.08792657	NCBIGene:377630
USP17L22	0.10584853	NCBIGene:100287513
USP17L23	0.06116622	NCBIGene:101241878
USP18	0.3503659	NCBIGene:11274
USP19	0.90145067	NCBIGene:10869
USP2	0.19891632	NCBIGene:9099
USP20	0.25290158	NCBIGene:10868
USP21	0.91321026	NCBIGene:29761
USP22	0.36592157	NCBIGene:23326
USP24	0.47847149	NCBIGene:23358
USP25	0.8920777	NCBIGene:29761
USP28	0.1152914	NCBIGene:57646
USP29	0.2494967	NCBIGene:57663
USP3	0.54886478	NCBIGene:9960
USP30	0.13642417	NCBIGene:84749
USP31	0.14229383	NCBIGene:84196
USP32	0.99037322	NCBIGene:84669
USP33	0.42900898	NCBIGene:23032
USP34	0.82501747	NCBIGene:9736
USP35	0.06155963	NCBIGene:57558
USP36	0.06383184	NCBIGene:57602
USP37	0.69025629	NCBIGene:57695
USP38	0.07271618	NCBIGene:84640
USP39	0.57871515	NCBIGene:10713
USP4	0.29494858	NCBIGene:7375
USP40	0.05773231	NCBIGene:55230
USP41	0.05117704	NCBIGene:373856
USP42	0.42463335	NCBIGene:84132
USP43	0.18710966	NCBIGene:124739
USP44	0.22035916	NCBIGene:84101
USP45	0.16759425	NCBIGene:85015
USP46	0.33157904	NCBIGene:64854
USP47	0.68477102	NCBIGene:55031
USP48	0.66648193	NCBIGene:84196
USP49	0.42317836	NCBIGene:25862
USP5	0.27905984	NCBIGene:8078
USP50	0.22452928	NCBIGene:373509
USP53	0.11264219	NCBIGene:54532
USP54	0.30649676	NCBIGene:159195
USP6	0.08535903	NCBIGene:9098
USP6NL	0.13776433	NCBIGene:9712
USP7	0.98866171	NCBIGene:7874
USP8	0.96252369	NCBIGene:9101
USPL1	0.16614937	NCBIGene:10208
UST	0.91825801	NCBIGene:10090
UTF1	0.37885104	NCBIGene:8433
UTP11	0.18607445	NCBIGene:51118
UTP14C	0.15806539	NCBIGene:9724
UTP15	0.55642211	NCBIGene:84135
UTP18	0.353965	NCBIGene:51096
UTP20	0.16543432	NCBIGene:27340
UTP23	0.09856008	NCBIGene:84294
UTP25	0.11180729	NCBIGene:27042
UTP3	0.25499272	NCBIGene:57050
UTP4	0.27767212	NCBIGene:84916
UTP6	0.15143854	NCBIGene:55813
UTRN	0.18889443	NCBIGene:7402
UTS2	0.06255793	NCBIGene:10911
UTS2B	0.08578128	NCBIGene:257313
UTS2R	0.13104217	NCBIGene:2837
UVRAG	0.75120557	NCBIGene:7405
UVSSA	0.1121459	NCBIGene:57654
UXS1	0.15374867	NCBIGene:80146
VAC14	0.57383213	NCBIGene:55697
VAMP1	0.6980706	NCBIGene:6843
VAMP2	0.99945407	NCBIGene:6844
VAMP3	0.08135603	NCBIGene:9341
VAMP4	0.60883667	NCBIGene:8674
VAMP5	0.17640594	NCBIGene:10791
VAMP8	0.08151455	NCBIGene:8673
VANGL1	0.68710126	NCBIGene:81839
VANGL2	0.99435989	NCBIGene:57216
VAPA	0.51676555	NCBIGene:9218
VAPB	0.62644072	NCBIGene:9217
VARS	0.66570813	NCBIGene:7407
VARS2	0.11605775	NCBIGene:7407
VASH1	0.28576593	NCBIGene:22846
VASH2	0.29543443	NCBIGene:79805
VASN	0.93612654	NCBIGene:114990
VASP	0.63378755	NCBIGene:7408
VAT1	0.08711012	NCBIGene:6570
VAT1L	0.13630743	NCBIGene:57687
VAV1	0.99520401	NCBIGene:7409
VAV2	0.94077793	NCBIGene:7410
VAV3	0.86959347	NCBIGene:10451
VAX1	0.46355621	NCBIGene:11023
VAX2	0.34345989	NCBIGene:25806
VCAM1	0.68246476	NCBIGene:7412
VCAN	0.8915019	NCBIGene:1462
VCL	0.99994362	NCBIGene:7414
VCP	0.99987202	NCBIGene:7415
VCPIP1	0.81254352	NCBIGene:80124
VCPKMT	0.14243562	NCBIGene:79609
VDAC1	0.93112987	NCBIGene:7416
VDAC2	0.89425048	NCBIGene:7417
VDAC3	0.68576315	NCBIGene:7419
VDR	0.97975609	NCBIGene:7421
VEGFA	0.99725662	NCBIGene:7422
VEGFB	0.49373256	NCBIGene:7423
VEGFC	0.93610928	NCBIGene:7424
VENTX	0.36147985	NCBIGene:27287
VEPH1	0.08562308	NCBIGene:79674
VEZF1	0.81068499	NCBIGene:7716
VEZT	0.08131288	NCBIGene:55591
VGF	0.71542549	NCBIGene:7425
VGLL2	0.99796496	NCBIGene:245806
VGLL3	0.13115884	NCBIGene:389136
VGLL4	0.21945218	NCBIGene:9686
VHL	0.89802246	NCBIGene:7428
VHLL	0.10970039	NCBIGene:391104
VIL1	0.09752323	NCBIGene:7429
VILL	0.06724906	NCBIGene:50853
VIM	0.99964641	NCBIGene:7431
VIP	0.23383452	NCBIGene:7432
VIPAS39	0.07578899	NCBIGene:63894
VIPR1	0.45659668	NCBIGene:7433
VIPR2	0.07037753	NCBIGene:7434
VIRMA	0.93175644	NCBIGene:25962
VIT	0.09480447	NCBIGene:5212
VKORC1	0.09071592	NCBIGene:79001
VKORC1L1	0.25085937	NCBIGene:154807
VLDLR	0.22696193	NCBIGene:7436
VMAC	0.12647954	NCBIGene:400673
VMO1	0.11479021	NCBIGene:284013
VMP1	0.89457987	NCBIGene:81671
VN1R1	0.06607234	NCBIGene:57191
VN1R2	0.091527	NCBIGene:317701
VN1R4	0.07583482	NCBIGene:317703
VNN1	0.08321949	NCBIGene:8876
VNN2	0.09354446	NCBIGene:8875
VNN3	0	NCBIGene:55350
VOPP1	0.07795348	NCBIGene:81552
VPREB1	0.1169254	NCBIGene:7441
VPREB3	0.07218083	NCBIGene:29802
VPS11	0.15166646	NCBIGene:55823
VPS13A	0.07472429	NCBIGene:23230
VPS13B	0.05950266	NCBIGene:157680
VPS13C	0.05361094	NCBIGene:54832
VPS13D	0.37183787	NCBIGene:55187
VPS16	0.08510374	NCBIGene:64601
VPS18	0.69937452	NCBIGene:57617
VPS25	0.79557514	NCBIGene:84313
VPS26A	0.84288662	NCBIGene:9559
VPS26B	0.88408308	NCBIGene:112936
VPS26C	0.29702693	NCBIGene:10311
VPS28	0.0629664	NCBIGene:51160
VPS29	0.68897053	NCBIGene:51699
VPS33A	0.12418274	NCBIGene:65082
VPS33B	0.05769515	NCBIGene:26276
VPS35	0.96096161	NCBIGene:55737
VPS35L	0.06973886	NCBIGene:57020
VPS36	0.23463468	NCBIGene:51028
VPS37A	0.12933811	NCBIGene:137492
VPS37B	0.2373122	NCBIGene:79720
VPS37C	0.10551381	NCBIGene:55048
VPS37D	0.47819132	NCBIGene:155382
VPS39	0.13625126	NCBIGene:23339
VPS41	0.06489967	NCBIGene:27183
VPS45	0.06465795	NCBIGene:11311
VPS4A	0.93859177	NCBIGene:27183
VPS4B	0.59158819	NCBIGene:9525
VPS50	0.29840136	NCBIGene:55610
VPS51	0.12985715	NCBIGene:738
VPS52	0.11277924	NCBIGene:6293
VPS53	0.08113781	NCBIGene:55275
VPS54	0.67407235	NCBIGene:51542
VPS72	0.1911663	NCBIGene:6944
VPS8	0.05937012	NCBIGene:23355
VPS9D1	0.06236497	NCBIGene:9605
VRK1	0.1839214	NCBIGene:7443
VRK2	0.14841049	NCBIGene:7444
VRK3	0.18325472	NCBIGene:51231
VRTN	0.31246329	NCBIGene:55237
VSIG10	0.12094069	NCBIGene:54621
VSIG10L	0.12085113	NCBIGene:147645
VSIG2	0.10601833	NCBIGene:23584
VSIG8	0.10627489	NCBIGene:391123
VSIR	0.09483196	NCBIGene:64115
VSNL1	0.44138743	NCBIGene:7447
VSTM1	0.06362823	NCBIGene:284415
VSTM2A	0.28629643	NCBIGene:222008
VSTM2B	0.31770907	NCBIGene:342865
VSTM2L	0.14691943	NCBIGene:128434
VSTM4	0.1054345	NCBIGene:196740
VSTM5	0.07088103	NCBIGene:387804
VSX1	0.11830966	NCBIGene:30813
VSX2	0.67744555	NCBIGene:338917
VTA1	0.06613838	NCBIGene:51534
VTCN1	0.17351841	NCBIGene:79679
VTI1A	0.92380665	NCBIGene:143187
VTI1B	0.57159229	NCBIGene:10490
VTN	0.93055143	NCBIGene:7448
VWA1	0.2517792	NCBIGene:64856
VWA2	0.14266729	NCBIGene:340706
VWA3A	0.10304518	NCBIGene:146177
VWA3B	0.08714605	NCBIGene:200403
VWA5A	0.10088437	NCBIGene:4013
VWA5B1	0.09511198	NCBIGene:127731
VWA5B2	0.15934995	NCBIGene:90113
VWA7	0.08216477	NCBIGene:80737
VWA8	0.09248189	NCBIGene:23078
VWC2	0.64069673	NCBIGene:375567
VWC2L	0.38294115	NCBIGene:402117
VWCE	0.11094532	NCBIGene:220001
VWDE	0.08024521	NCBIGene:221806
VWF	0.6173349	NCBIGene:7450
VXN	0.20788146	NCBIGene:254778
WAC	0.29633408	NCBIGene:51322
WAPL	0.99835255	NCBIGene:23063
WARS	0.4285144	NCBIGene:7453
WARS2	0.26618919	NCBIGene:10352
WASF1	0.9004827	NCBIGene:8936
WASF2	0.66774078	NCBIGene:10163
WASF3	0.6796622	NCBIGene:10810
WASHC2A	0.31822055	NCBIGene:387680
WASHC2C	0.11478057	NCBIGene:253725
WASHC3	0.06441977	NCBIGene:51019
WASHC4	0.27613691	NCBIGene:23325
WASHC5	0.18981533	NCBIGene:9897
WASL	0.98122581	NCBIGene:8976
WBP1	0.09571471	NCBIGene:1650
WBP11	0.60690728	NCBIGene:51729
WBP1L	0.50659658	NCBIGene:54838
WBP2	0.29766695	NCBIGene:23558
WBP2NL	0.13973611	NCBIGene:164684
WBP4	0.16466329	NCBIGene:11193
WDCP	0.08267049	NCBIGene:80304
WDFY1	0.13606705	NCBIGene:57590
WDFY2	0.15383915	NCBIGene:115825
WDFY3	0.95288309	NCBIGene:23001
WDFY4	0.06483131	NCBIGene:57705
WDHD1	0.49682764	NCBIGene:11169
WDPCP	0.05466493	NCBIGene:51057
WDR1	0.46193609	NCBIGene:9948
WDR11	0.14863719	NCBIGene:55023
WDR12	0.48276779	NCBIGene:55759
WDR17	0.05208407	NCBIGene:116966
WDR18	0.45763415	NCBIGene:57418
WDR19	0.07901675	NCBIGene:57728
WDR20	0.3403706	NCBIGene:91833
WDR24	0.16413238	NCBIGene:84219
WDR25	0.06135583	NCBIGene:79446
WDR26	0.84344563	NCBIGene:80232
WDR27	0.07072738	NCBIGene:253769
WDR3	0.10032231	NCBIGene:10885
WDR31	0.25289886	NCBIGene:114987
WDR33	0.41884225	NCBIGene:55339
WDR34	0.07838021	NCBIGene:89891
WDR35	0.0623112	NCBIGene:57539
WDR36	0.56968011	NCBIGene:134430
WDR37	0.56684133	NCBIGene:22884
WDR38	0.19172904	NCBIGene:401551
WDR4	0.0626122	NCBIGene:10785
WDR41	0.06049548	NCBIGene:55255
WDR43	0.75792384	NCBIGene:23160
WDR45B	0.27624782	NCBIGene:56270
WDR46	0.11549526	NCBIGene:9277
WDR47	0.63322465	NCBIGene:22911
WDR48	0.74765266	NCBIGene:57599
WDR49	0.08367781	NCBIGene:151790
WDR5	0.99785685	NCBIGene:11091
WDR53	0.1483246	NCBIGene:348793
WDR54	0.06779353	NCBIGene:84058
WDR55	0.10740344	NCBIGene:54853
WDR59	0.20840853	NCBIGene:79726
WDR5B	0.41828546	NCBIGene:54554
WDR6	0.07046165	NCBIGene:11180
WDR60	0.07090803	NCBIGene:55112
WDR61	0.17300089	NCBIGene:80349
WDR62	0.08280736	NCBIGene:284403
WDR63	0.05920132	NCBIGene:126820
WDR64	0.11834323	NCBIGene:128025
WDR66	0.06471369	NCBIGene:144406
WDR7	0.63550565	NCBIGene:23335
WDR70	0.43775111	NCBIGene:55100
WDR72	0.08758035	NCBIGene:256764
WDR73	0.15444021	NCBIGene:84942
WDR74	0.31317419	NCBIGene:54663
WDR75	0.30926153	NCBIGene:84128
WDR76	0.07274406	NCBIGene:79968
WDR77	0.33728941	NCBIGene:79084
WDR78	0.04873833	NCBIGene:79819
WDR81	0.12922165	NCBIGene:124997
WDR82	0.78625034	NCBIGene:80335
WDR83	0.10507292	NCBIGene:84292
WDR83OS	0.07737411	NCBIGene:51398
WDR86	0.22084631	NCBIGene:349136
WDR87	0.12191408	NCBIGene:83889
WDR88	0.22289605	NCBIGene:126248
WDR89	0.08357911	NCBIGene:112840
WDR90	0.18013996	NCBIGene:197335
WDR91	0.06363264	NCBIGene:29062
WDR92	0.11597149	NCBIGene:116143
WDR93	0.09550312	NCBIGene:56964
WDR97	0.05240153	NCBIGene:340390
WDSUB1	0.07097426	NCBIGene:151525
WDTC1	0.93111481	NCBIGene:23038
WDYHV1	0.06353112	NCBIGene:55093
WEE1	0.95182452	NCBIGene:7465
WEE2	0.11217886	NCBIGene:494551
WFDC1	0.04920824	NCBIGene:58189
WFDC10A	0.08008815	NCBIGene:140832
WFDC10B	0.04874396	NCBIGene:280664
WFDC11	0.05315065	NCBIGene:259239
WFDC12	0.06014885	NCBIGene:128488
WFDC13	0	NCBIGene:164237
WFDC2	0.08215938	NCBIGene:10406
WFDC3	0.06210539	NCBIGene:140686
WFDC5	0.27203788	NCBIGene:149708
WFDC6	0.08953927	NCBIGene:140870
WFDC8	0.06707853	NCBIGene:90199
WFDC9	0.06387291	NCBIGene:259240
WFIKKN1	0.40206308	NCBIGene:117166
WFIKKN2	0.39721643	NCBIGene:124857
WFS1	0.15241196	NCBIGene:7466
WHAMM	0.08069545	NCBIGene:123720
WHRN	0.16341125	NCBIGene:25861
WIF1	0.48363477	NCBIGene:11197
WIPF1	0.54040668	NCBIGene:7456
WIPF2	0.51993192	NCBIGene:147179
WIPF3	0.07796986	NCBIGene:644150
WIPI1	0.08867703	NCBIGene:55062
WIPI2	0.21039156	NCBIGene:26100
WIZ	0.50795544	NCBIGene:58525
WLS	0.17258456	NCBIGene:79971
WNK1	0.98371177	NCBIGene:65125
WNK2	0.69077258	NCBIGene:65268
WNK4	0.36573468	NCBIGene:65266
WNT1	0.96465976	NCBIGene:7471
WNT10A	0.62416002	NCBIGene:80326
WNT10B	0.81865119	NCBIGene:7480
WNT11	0.73417827	NCBIGene:7481
WNT16	0.57269754	NCBIGene:51384
WNT2	0.64979401	NCBIGene:7472
WNT2B	0.72634415	NCBIGene:7482
WNT3	0.9988129	NCBIGene:7473
WNT3A	0.99965228	NCBIGene:89780
WNT4	0.89942297	NCBIGene:54361
WNT5A	0.99925131	NCBIGene:7474
WNT5B	0.95407047	NCBIGene:81029
WNT6	0.95688642	NCBIGene:7475
WNT7A	0.97229466	NCBIGene:7476
WNT7B	0.70196812	NCBIGene:7477
WNT8A	0.90840473	NCBIGene:7478
WNT8B	0.80246341	NCBIGene:7479
WNT9A	0.91972095	NCBIGene:7483
WNT9B	0.51150373	NCBIGene:7484
WRAP53	0.65064113	NCBIGene:55135
WRAP73	0.07521844	NCBIGene:49856
WRB	0.07812692	NCBIGene:7485
WRN	0.35775672	NCBIGene:7486
WRNIP1	0.52246405	NCBIGene:56897
WSB1	0.71491264	NCBIGene:26118
WSB2	0.32648135	NCBIGene:55884
WSCD1	0.07434183	NCBIGene:23302
WSCD2	0.18355073	NCBIGene:9671
WT1	0.98586904	NCBIGene:7490
WTAP	0.76042377	NCBIGene:9589
WTIP	0.09239658	NCBIGene:126374
WWC1	0.1202483	NCBIGene:23286
WWC2	0.05790435	NCBIGene:80014
WWOX	0.47579535	NCBIGene:51741
WWP1	0.99929838	NCBIGene:11059
WWP2	0.98657069	NCBIGene:11060
WWTR1	0.99261137	NCBIGene:25937
XAB2	0.9942475	NCBIGene:56949
XAF1	0.09531384	NCBIGene:54739
XBP1	0.58871105	NCBIGene:7494
XCL1	0.09856498	NCBIGene:6375
XCL2	0.08916514	NCBIGene:6846
XCR1	0.08203176	NCBIGene:2829
XDH	0.06342474	NCBIGene:7498
XIRP1	0.37426803	NCBIGene:165904
XIRP2	0.19462009	NCBIGene:129446
XKR3	0.10093874	NCBIGene:150165
XKR4	0.56138361	NCBIGene:114786
XKR6	0.7210253	NCBIGene:286046
XKR7	0.37460707	NCBIGene:343702
XKR8	0.18099904	NCBIGene:55113
XKR9	0.08613329	NCBIGene:389668
XPA	0.36756219	NCBIGene:7507
XPC	0.16207627	NCBIGene:7508
